iggdb_species_id	iggdb_species_name	taxonomy	gut_mags	ref_genomes	ncbi_id
163383	Citrobacter freundii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	11	100	546
178530	Kurthia senegalensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia;s__Kurthia senegalensis	0	1	1033740
183980	Subdoligranulum variabile	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum variabile	0	2	214851
187354	Alphaproteobacteria sp. HGM-1238	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	1	0	28211
165408	Roseburia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	39	2	841
168808	Alistipes sp. HGM-288	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	12	0	239759
184449	Clostridiales sp. SIT11	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__SIT11;s__	0	1	1673726
180138	Nigerium massiliense	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__SIT5;s__	0	1	1522317
170332	Blautia hansenii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii	6	5	1322
186549	Parabacteroides sp. HGM-1210	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	1	0	375288
186693	Blautia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	0	1	765821
157470	Clostridium sp. HGM-722	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65	2	0	1485
181564	Oxalobacter sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter formigenes	0	1	847
183516	Acetivibrio ethanolgignens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetivibrio_A;s__Acetivibrio_A ethanolgignens	0	2	290052
184054	Turicibacter sanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	3	3	154288
184073	Catabacter sp. HGM-1125	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-226	1	0	270497
183299	Merdimonas sp. HGM-1089	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	1	0	2023266
169770	Oscillibacter sp. HGM-168	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	27	0	459786
168090	Acetobacteraceae sp. HGM-630	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281	3	0	433
169381	Prevotella sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	4	5	838
158615	Clostridiaceae sp. HGM-724	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__WAL-18680	2	0	31979
173947	Prevotella sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1	1	838
172610	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-349;s__CAG-349 sp1	40	1	1485
176834	Firmicutes sp. HGM-1304	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp6	1	0	1239
184499	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	0	1	59620
187455	Azospirillum sp. HGM-1242	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	1	0	191
174435	Eggerthella sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	17	1	84111
178668	Corynebacterium sp. Marseille-P2417	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0	1	1816684
176146	Collinsella aerofaciens	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0	1	74426
163110	Phascolarctobacterium sp. HGM-541	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	4	0	33024
178241	Veillonella sp. HGM-1356	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A	1	0	29465
183632	Alistipes sp. Marseille-P2431	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	0	1	1816676
151824	Ruminococcaceae sp. HGM-609	d__Bacteria;p__Firmicutes;c__Clostridia	3	0	541000
183081	Azospirillum sp. HGM-1079	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20	1	0	191
178853	Citrobacter sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter	0	1	67827
173655	Bacteroides xylanisolvens	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	24	23	371601
154964	Streptococcus agalactiae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	8	1004	1311
185175	Collinsella sp. HGM-1182	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
174642	Clostridium baratii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii	0	10	1561
181243	Gracilibacillus massiliensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Amphibacillaceae;g__Gracilibacillus;s__	0	1	1564956
166716	Ruminococcaceae sp. HGM-75	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	82	0	541000
175775	Methanomassiliicoccus luminyensis	d__Archaea;p__Thermoplasmataeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus luminyensis	0	1	1080712
185528	Clostridium sp. CAG:448	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__	0	1	1262808
182218	Eggerthella sp. HGM-813	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427	2	0	84111
158407	Colibacter massiliensis	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__	4	1	1852379
183229	Clostridium sp. HGM-1086	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-594	1	0	1485
165071	Bacteroidales sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279;s__CAG-279 sp1	106	2	171549
162416	Prevotella lascolaii	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	4	3	1776379
172492	Clostridiales sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp1	1	2	1898207
164481	Lachnospiraceae sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	18	3	186803
162612	Catabacteriaceae sp. HGM-361	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	8	0	424536
173663	Prevotella sp. HGM-67	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	89	0	838
174904	Streptococcus anginosus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus	7	24	1328
179527	Prevotella sp. HGM-979	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1	0	838
175365	Streptococcus sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	2	2	28037
171330	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__	47	1	1485
168407	Prevotella sp. HGM-391	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	7	0	838
169187	Campylobacter coli	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter coli_A	0	65	195
174860	Morganella morganii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella;s__Morganella morganii	2	29	582
185790	Culturomica massiliensis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter massiliensis	6	2	1841857
184141	Coprobacillus cateniformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus;s__Coprobacillus cateniformis	7	6	100884
175193	Acinetobacter pittii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii	1	191	48296
174950	Streptococcus gordonii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii	1	29	1302
178030	Clostridiales sp. HGM-1347	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	1	0	186802
167292	Acidaminococcus fermentans	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus fermentans	5	5	905
179247	Lascolabacillus massiliensis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas caenicola	0	4	1627894
166725	Laribacter hongkongensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Aquaspirillaceae;g__Laribacter;s__Laribacter hongkongensis	0	3	168471
170746	Lachnospiraceae sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp1	4	3	186803
173989	Actinomyces sp.	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_C	1	3	1654
170357	Bacteroides sp. HGM-767	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B	2	0	816
169196	Roseburia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	1	1	841
179520	Streptococcus lutetiensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	13	4	150055
173026	Libanicoccus massiliensis	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Libanicoccus;s__Libanicoccus massiliensis	1	1	1871022
174823	Staphylococcus schleiferi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus schleiferi	0	10	1295
174838	Prevotella sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	31	1	165179
173018	Enterobacteriaceae sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_A	1	6	543
167734	Acetobacteraceae sp. HGM-363	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281	8	0	433
179187	Murdochiella massiliensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Murdochiella	0	1	1673723
179590	Acidiphilium sp. HGM-980	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281	1	0	522
173044	Anaerococcus obesiensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus vaginalis_A	0	5	1287640
182710	Succinatimonas sp. HGM-1070	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio	1	0	674963
171321	Bacteroides cellulosilyticus	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	33	11	246787
183973	Actinomyces sp. HGM-1118	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B	1	0	1654
153461	Citrobacter sedlakii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A sediakii	0	3	67826
170364	Prevotella sp. HGM-274	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	13	0	838
179641	Collinsella sp. HGM-983	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
172645	Eubacterium sp. HGM-315	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115	10	0	1730
178340	Azospirillum sp. HGM-1359	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20	1	0	191
166641	Clostridium glycyrrhizinilyticum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B glycyrrhizinilyticum	2	4	342942
153778	Alistipes sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	4	1	239759
162257	Firmicutes sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__	1	1	1239
175747	Prevotella sp. HGM-1262	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1	0	838
171243	Negativibacillus massiliensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-169;s__	3	2	1871035
177098	Collinsella sp. HGM-1309	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
187992	Clostridium sp. HGM-1256	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433	1	0	1485
171349	Anaerotignum lactatifermentans	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Clostridiaceae_C;g__Clostridium_V;s__Clostridium_V lactatifermentas	3	2	160404
170027	Clostridiales sp. HGM-764	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-272	2	0	186802
182576	Eubacterium sp. HGM-1066	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251	1	0	1730
171473	Eggerthellaceae sp. HGM-437	d__Bacteria;p__Actinobacteria;c__Coriobacteriia	6	0	1643826
173963	Peptoniphilus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__	1	1	162289
156171	Clostridiales sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M sp1	1	2	186802
166535	Firmicutes sp. HGM-752	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	2	0	1239
162435	Bacillaceae sp. HGM-485	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611	5	0	186817
153393	Puniceicoccaceae sp. HGM-715	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312	2	0	415002
184007	Oscillibacter sp. HGM-1121	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	1	0	459786
171850	Mediterranea massiliensis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	1	2	1841865
171421	Clostridiales sp. HGM-639	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	3	0	186802
172424	Lactobacillus casei	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C zeae	0	7	1582
176822	Campylobacteraceae sp. HGM-1303	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae	1	0	72294
164625	Blautia sp. HGM-486	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	5	0	572511
171200	Campylobacteraceae sp. HGM-495	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	5	0	72294
175300	Aggregatibacter segnis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter segnis	1	1	739
186712	Anaerococcus sp. HGM-1217	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus	1	0	165779
180956	Clostridium septicum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium septicum	0	1	1504
185018	Prevotella sp. HGM-1174	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1	0	838
165441	Prevotella sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	2	1	838
183747	Dialister sp. HGM-1109	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister	1	0	39948
159238	Pediococcus pentosaceus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus	1	13	1255
156439	Enterobacter sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei	6	63	550
169740	Gordonibacter urolithinfaciens	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	0	2	1335613
173823	Clostridiales sp. HGM-500	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15	5	0	186802
177225	Lachnospiraceae sp. HGM-1313	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Clostridiaceae_C	1	0	186803
177697	Duodenibacillus sp. HGM-802	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella	2	0	1980697
185319	Clostridiales sp. HGM-820	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales	2	0	186802
155832	Clostridium hathewayi	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella hathewayi	7	2	154046
167415	Ruminococcus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-488;s__	33	1	1263
155545	Streptococcus thermophilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	48	45	1308
179351	Blautia sp. HGM-972	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	1	0	572511
182304	Ruminococcaceae sp. HGM-1051	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	1	0	541000
184634	Prevotella sp. HGM-1158	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1	0	838
176187	Escherichia sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp1	2	11	562
177101	Porphyromonadaceae sp. HGM-1310	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279	1	0	171551
176676	Ruminococcus sp. HGM-801	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177	2	0	1263
153209	Bifidobacterium scardovii	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	4	6	158787
173036	Firmicutes sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Clostridiaceae_C;g__Clostridium_V;s__Clostridium_V sp1	50	1	1239
174844	Clostridium sporogenes	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F sporogenes_A	0	40	1509
184046	Collinsella sp. HGM-1122	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
180361	Muribaculaceae sp. HGM-1004	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__UBA7173	1	0	2005473
166746	Cetobacterium somerae	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium;s__Cetobacterium somerae	1	1	188913
170689	Stenotrophomonas sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_E	0	7	40324
181710	Collinsella sp. HGM-1034	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
179749	Azonexus sp. HGM-986	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Dechloromonas	1	0	146936
157185	Clostridium sp. HGM-246	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	16	0	1485
157984	Bacteroides pectinophilus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus	17	2	384638
171331	Alistipes sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__RC9;s__	80	1	239759
174222	Clostridium symbiosum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum	8	9	1512
180010	Lactonifactor longoviformis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor;s__Lactonifactor longoviformis	0	1	341220
174235	Streptococcus gallolyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus	6	34	315405
182287	Eubacteriaceae sp. HGM-1049	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_A	1	0	186806
161998	Caecibacter massiliensis	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__DIF-B143;s__DIF-B143 sp1	2	6	1852378
164540	Eggerthella lenta	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	12	5	84112
